,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
25511,34,36705,224358,1389,6,16117,4923,5125,4685,16192,0,0,40,44689,0
25512,33,36705,55176,955,4,22379,6112,19716,41762,32650,0,0,40,44689,0
25513,60,1981,152711,8025,13,22379,6086,19716,41762,32650,0,0,40,44689,1
25514,53,36705,68684,15784,9,22379,2355,19716,41762,32650,0,0,40,44689,0
25515,24,36705,185452,8025,13,16117,1446,12583,41762,16192,0,0,50,44689,0
25516,39,1432,175232,10878,10,22379,2072,19716,41762,32650,0,1977,60,44689,1
25517,23,36705,173851,10878,10,16117,6112,12583,41762,32650,0,0,40,44689,0
25518,50,36705,162327,8025,13,22379,5611,19716,41762,32650,0,1902,50,44689,1
25519,36,3136,51424,15784,9,6633,5611,5125,41762,16192,0,0,40,44689,0
25520,19,36705,123416,657,8,1530,8981,7581,41762,16192,1055,0,40,44689,0
25521,26,36705,262656,15784,9,16117,5611,7581,41762,16192,0,0,40,44689,0
25522,38,36705,233194,15784,9,22379,5504,19716,4685,32650,0,0,40,44689,1
25523,41,36705,290660,8025,13,22379,6112,19716,41762,32650,7688,0,55,44689,1
25524,22,36705,151105,10878,10,16117,5504,1506,41762,16192,0,0,18,44689,0
25525,38,36705,179117,1601,12,16117,3022,12583,4685,16192,10520,0,50,44689,1
25526,72,36705,33608,10878,10,22379,8981,19716,41762,32650,9386,0,30,44689,1
25527,39,36705,317434,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25528,35,1981,126569,15784,9,22379,6112,19716,41762,32650,7298,0,40,44689,1
25529,38,3136,745768,10878,10,6633,6086,5125,4685,16192,0,0,45,44689,0
25530,19,36705,69927,15784,9,22379,4923,2331,4685,16192,0,0,16,44689,0
25531,26,36705,302603,15784,9,16117,2355,7581,41762,32650,0,0,45,44689,0
25532,52,36705,46788,8025,13,6633,6112,5125,41762,32650,0,0,25,44689,0
25533,41,36705,289886,509,3,22379,4923,19716,406,32650,0,1579,40,49,0
25534,45,36705,179135,15784,9,6633,5611,12583,41762,16192,0,0,40,44689,0
25535,58,1432,175873,10878,10,22379,5611,19716,41762,32650,0,0,40,44689,1
25536,34,36705,57426,8025,13,16117,5504,12583,41762,32650,0,0,45,44689,0
25537,36,36705,312206,15784,9,22379,3022,19716,41762,32650,0,0,40,44689,0
25538,19,21,344858,15784,9,16117,1490,7581,41762,32650,0,0,20,44689,0
25539,26,1981,177035,1812,7,6633,4923,5125,41762,16192,0,0,40,44689,0
25540,60,36705,88055,1389,6,22379,2355,19716,41762,32650,0,0,40,44689,0
25541,35,3862,111095,15784,9,22379,6086,19716,41762,32650,0,0,50,44689,0
25542,39,36705,192251,1389,6,6633,4923,12583,41762,16192,0,0,60,44689,0
25543,27,36705,29807,15784,9,1530,2072,5125,41762,16192,0,0,40,92,0
25544,26,1432,211596,2657,14,16117,8981,12583,41762,32650,0,0,40,44689,0
25545,17,36705,268276,657,8,16117,4923,7581,41762,32650,0,0,12,44689,0
25546,59,3862,181070,15784,9,22379,5504,19716,41762,32650,0,0,40,127,1
25547,53,3136,20676,15784,9,22379,6086,19716,470,32650,0,0,48,44689,0
25548,35,36705,115803,1812,7,6633,2355,12583,41762,32650,0,0,40,44689,0
25549,34,3136,124827,10878,10,22379,6086,19716,41762,32650,0,0,40,44689,1
25550,36,36705,95336,15784,9,22379,1446,19716,41762,32650,0,0,45,44689,1
25551,36,36705,257942,15784,9,22379,5504,19716,41762,32650,0,0,40,44689,0
25552,21,36705,72593,15784,9,16117,4923,7581,41762,32650,0,0,40,44689,0
25553,29,36705,147340,10878,10,16117,5504,7581,41762,16192,0,0,40,44689,0
25554,35,36705,185325,8025,13,22379,8981,19716,41762,32650,0,0,50,44689,1
25555,59,3862,357943,8025,13,22379,6086,19716,41762,32650,0,0,40,44689,1
25556,22,36705,215395,10878,10,16117,4923,12583,41762,32650,0,1602,10,44689,0
25557,50,3136,30682,2657,14,22379,8981,19716,41762,32650,0,0,50,44689,0
25558,24,1432,29591,8025,13,16117,8981,12583,406,16192,0,0,40,44689,0
25559,36,36705,215392,8025,13,6633,1446,12583,41762,16192,0,0,40,44689,0
25560,31,36705,110554,15784,9,22379,3022,2331,41762,16192,4386,0,40,44689,1
25561,42,3862,133584,10878,10,22379,6112,19716,41762,32650,0,0,40,155,0
25562,38,36705,210438,955,4,6633,5504,5125,41762,16192,0,0,40,44689,0
25563,52,36705,256916,15784,9,22379,6086,19716,41762,32650,0,0,40,44689,0
25564,46,36705,73541,1389,6,6633,6112,12583,41762,32650,0,0,40,44689,0
25565,23,36705,109952,10878,10,22379,6112,19716,41762,32650,0,0,60,44689,0
25566,54,36705,197975,509,3,22379,5504,19716,41762,32650,0,0,51,44689,0
25567,27,36705,401723,15784,9,16117,5611,12583,4685,16192,0,0,40,44689,0
25568,42,36705,179524,8025,13,1530,4923,12583,41762,16192,0,0,50,44689,0
25569,33,1981,296282,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25570,19,36705,145844,1601,12,16117,6086,12583,41762,16192,0,0,50,44689,0
25571,59,36705,191965,1812,7,22379,4923,2331,41762,16192,3908,0,28,44689,0
25572,54,36705,96792,15784,9,1518,4923,5125,41762,16192,0,0,32,44689,0
25573,48,36705,185041,955,4,22379,2355,19716,41762,32650,0,1672,55,44689,0
25574,19,36705,233779,10878,10,16117,8981,7581,41762,32650,0,0,60,44689,0
25575,45,36705,347834,15784,9,6633,5611,12583,41762,16192,0,0,40,44689,0
25576,36,36705,215373,8025,13,16117,6086,12583,41762,32650,0,0,70,44689,0
25577,35,3862,169426,1601,12,22379,6112,19716,41762,32650,0,0,40,44689,0
25578,47,36705,202856,10878,10,6633,5611,12583,41762,16192,0,0,36,44689,0
25579,33,36705,50276,8025,13,16117,6086,12583,41762,32650,0,0,40,44689,0
25580,48,3862,187454,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,0
25581,42,36705,126098,15784,9,1530,6112,5125,4685,16192,0,0,40,44689,0
25582,19,36705,250639,10878,10,16117,4923,7581,41762,32650,0,0,24,44689,0
25583,64,1695,195366,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,0
25584,51,3862,186845,8025,13,22379,1490,19716,41762,32650,0,0,8,44689,0
25585,20,1432,119156,15784,9,16117,5611,1506,41762,32650,0,0,20,44689,0
25586,28,36705,162343,15784,9,16117,4923,12583,41762,32650,0,0,40,184,0
25587,52,36705,108435,2657,14,22379,6086,19716,41762,32650,0,1902,50,49,1
25588,29,3862,394927,10878,10,16117,6112,12583,41762,32650,0,0,45,44689,0
25589,51,36705,172281,8025,13,1530,5504,12583,41762,32650,0,0,40,44689,0
25590,36,36705,370767,15784,9,22379,8981,19716,41762,32650,0,2377,60,44689,0
25591,43,36705,352005,8025,13,22379,5504,19716,41762,32650,15024,0,45,44689,1
25592,52,36705,165681,10878,10,22379,6086,19716,41762,32650,0,0,40,44689,0
25593,50,36705,258819,15784,9,6633,6112,12583,41762,32650,0,0,40,44689,1
25594,25,36705,130793,10878,10,6633,4923,12583,41762,32650,0,0,30,44689,0
25595,36,36705,118909,1601,12,16117,5611,5125,4685,16192,0,0,40,106,0
25596,44,36705,202466,10878,10,22379,6086,2331,41762,16192,0,0,60,44689,0
25597,47,36705,161558,1389,6,628,2355,12583,4685,32650,0,0,45,44689,0
25598,32,36705,188246,15784,9,6633,6112,7581,41762,32650,0,0,40,44689,0
25599,37,36705,160120,2657,14,16117,8981,5125,1519,32650,0,0,40,115,0
25600,40,36705,144594,15784,9,22379,5611,19716,41762,32650,2829,0,40,44689,0
25601,34,3862,123429,15784,9,22379,5504,19716,41762,32650,0,0,60,44689,0
25602,35,1695,340110,10878,10,22379,5504,19716,41762,32650,0,0,50,44689,1
25603,26,36705,523067,10878,10,16117,8981,7581,41762,32650,0,0,3,155,0
25604,49,3862,113513,8025,13,22379,1490,19716,41762,32650,0,0,50,44689,0
25605,63,36705,186809,8025,13,22379,8981,19716,41762,32650,0,0,30,44689,1
25606,46,3862,320421,8025,13,628,8981,12583,41762,32650,0,0,25,44689,0
25607,31,3136,295589,10878,10,16117,5611,7581,4685,32650,0,0,40,44689,0
25608,22,36705,370548,2061,11,16117,6112,12583,41762,32650,0,0,30,44689,0
25609,20,36705,120572,10878,10,16117,4923,12583,41762,16192,0,0,12,44689,0
25610,52,36705,110977,594,16,16117,6086,12583,41762,32650,0,0,40,44689,1
25611,26,36705,55860,10878,10,16117,5611,12583,4685,16192,0,0,40,44689,0
25612,34,36705,158800,8025,13,22379,6086,19716,41762,32650,0,0,50,44689,1
25613,31,36705,131568,756,5,16117,3022,12583,41762,32650,0,0,40,44689,0
25614,46,36705,173613,15784,9,6633,5504,5125,41762,16192,0,0,30,44689,0
25615,22,36705,216867,955,4,22379,3022,19716,41762,32650,0,0,40,951,0
25616,38,36705,104089,2061,11,16117,6112,7581,41762,32650,0,0,40,44689,0
25617,35,36705,208106,15784,9,22379,5504,19716,41762,32650,0,0,40,45,0
25618,27,1981,340269,10878,10,16117,983,12583,41762,32650,0,0,40,44689,0
25619,27,36705,236246,1601,12,22379,6086,19716,41762,32650,0,0,40,44689,0
25620,46,36705,213408,10878,10,6633,5504,5125,41762,16192,0,0,40,138,0
25621,40,36705,84232,15784,9,16117,8981,12583,41762,16192,0,0,4,44689,0
25622,19,36705,302945,10878,10,16117,5611,7581,41762,32650,0,0,10,30,0
25623,69,36705,28197,15784,9,22379,8981,19716,41762,32650,0,0,60,44689,1
25624,20,36705,262749,10878,10,16117,4923,7581,41762,32650,0,0,35,44689,0
25625,34,1432,198265,8025,13,22379,983,19716,41762,32650,0,0,60,44689,0
25626,49,36705,170871,2657,14,22379,6086,19716,41762,32650,0,0,45,44689,1
25627,27,36705,177761,10878,10,22379,1490,19716,406,32650,0,0,50,44689,0
25628,59,36705,175689,10878,10,22379,5611,2331,41762,16192,0,0,14,138,1
25629,45,36705,205100,8025,13,22379,6086,19716,41762,32650,15024,0,60,44689,1
25630,21,36705,77759,10878,10,16117,5504,7581,41762,16192,0,0,15,44689,0
25631,51,1981,77905,2061,11,6633,8981,5125,41762,16192,0,0,40,44689,0
25632,64,36705,193575,1812,7,16117,8981,5125,41762,32650,0,0,40,44689,0
25633,41,1981,116520,594,16,22379,8981,19716,41762,32650,0,0,40,44689,1
25634,18,36705,85154,657,8,16117,8981,7581,1519,16192,0,0,24,206,0
25635,49,36705,180532,2657,14,628,8981,12583,41762,32650,0,0,40,44689,0
25636,51,36705,508891,15784,9,6633,3022,7581,4685,32650,0,0,40,44689,0
25637,20,36705,211345,10878,10,16117,2072,7581,41762,16192,0,0,20,44689,0
25638,69,3862,170877,15784,9,22379,5504,19716,41762,32650,0,0,48,44689,0
25639,18,36705,97318,15784,9,16117,8981,7581,41762,16192,0,0,35,44689,0
25640,43,36705,184105,15784,9,22379,2072,19716,41762,32650,0,0,50,44689,0
25641,50,36705,150941,15784,9,6633,3022,5125,4685,16192,0,0,44,44689,0
25642,32,36705,303942,15784,9,22379,3022,19716,41762,32650,0,0,40,44689,0
25643,27,3136,273929,15784,9,16117,1490,7581,41762,32650,0,0,40,44689,0
25644,38,36705,197077,15784,9,22379,4923,19716,41762,32650,0,0,40,44689,0
25645,62,36705,162825,15784,9,22379,3022,19716,41762,32650,0,0,40,44689,1
25646,46,36705,159869,15784,9,6633,6086,12583,41762,32650,0,0,44,44689,0
25647,19,36705,158343,10878,10,16117,1446,7581,41762,16192,0,0,40,44689,0
25648,17,36705,406920,1389,6,16117,8981,7581,41762,32650,0,0,40,44689,0
25649,21,36705,227986,15784,9,16117,3022,5125,41762,16192,0,0,40,44689,0
25650,36,36705,137527,8025,13,16117,5611,12583,41762,16192,0,0,50,44689,0
25651,36,36705,180150,657,8,6633,2072,12583,41762,32650,0,0,40,44689,0
25652,23,36705,239539,15784,9,16117,3022,7581,1519,32650,0,0,40,295,0
25653,58,36705,281792,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,1
25654,40,36705,224799,8025,13,22379,8981,19716,41762,32650,0,0,45,44689,0
25655,64,36705,292639,10878,10,22379,6086,2331,41762,16192,10566,0,35,44689,0
25656,66,36705,22313,1812,7,22379,6112,19716,41762,32650,0,0,20,44689,0
25657,42,36705,194636,15784,9,22379,5504,19716,41762,32650,0,0,40,44689,0
25658,55,36705,156089,10878,10,1518,5611,5125,41762,16192,0,0,40,44689,0
25659,53,36705,193720,10878,10,22379,6086,19716,41762,32650,0,1977,40,44689,1
25660,25,36705,218667,15784,9,22379,2072,19716,41762,32650,0,0,40,44689,0
25661,39,36705,358837,10878,10,16117,1446,5125,4685,16192,0,0,40,44689,0
25662,20,36705,174685,15784,9,16117,4923,7581,41762,32650,0,0,40,44689,0
25663,32,36705,168854,15784,9,22379,4923,19716,41762,32650,0,0,54,44689,0
25664,28,36705,133696,8025,13,16117,5504,5125,41762,32650,0,0,65,44689,0
25665,23,1432,350680,1601,12,16117,6086,7581,41762,16192,0,0,40,87,0
25666,18,36705,115215,15784,9,16117,4923,7581,41762,32650,0,0,25,44689,0
25667,43,3862,152958,15784,9,22379,6086,19716,41762,32650,0,0,35,44689,1
25668,29,36705,217200,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25669,32,36705,235124,10878,10,22379,983,19716,41762,32650,0,0,46,103,0
25670,31,3136,144949,15784,9,6633,6112,5125,41762,32650,0,0,40,44689,0
25671,60,36705,135470,509,3,22379,6112,19716,41762,32650,0,0,40,951,0
25672,42,36705,281209,10878,10,22379,2355,19716,41762,32650,0,0,50,44689,0
25673,46,36705,155489,2657,14,22379,6086,19716,41762,32650,0,0,50,44689,1
25674,38,36705,290306,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,1
25675,18,36705,182042,1812,7,16117,4923,7581,41762,16192,0,0,19,44689,0
25676,31,36705,210008,15784,9,16117,5504,7581,41762,16192,0,0,40,44689,0
25677,54,36705,234938,15784,9,22379,5504,19716,41762,32650,4064,0,55,44689,0
25678,46,36705,315423,10878,10,22379,5504,19716,41762,32650,0,2042,50,44689,0
25679,27,3862,30244,15784,9,16117,1490,7581,41762,32650,0,0,80,44689,0
25680,50,3136,30008,8025,13,22379,8981,19716,41762,32650,0,0,45,44689,1
25681,38,3862,201328,955,4,22379,1490,19716,41762,32650,0,0,56,44689,0
25682,36,1981,96468,2657,14,16117,8981,7581,41762,16192,0,0,40,44689,0
25683,25,36705,486332,15784,9,6633,4923,12583,41762,32650,0,0,40,951,0
25684,19,36705,46162,15784,9,16117,1490,7581,41762,32650,0,0,25,44689,0
25685,60,3136,98350,10878,10,22379,4923,19716,1519,32650,0,0,60,295,0
25686,45,3136,175958,756,5,16117,4923,7581,41762,32650,0,0,40,44689,0
25687,21,36705,119309,10878,10,16117,1446,7581,41762,32650,0,1602,16,44689,0
25688,42,36705,175935,15784,9,6633,2355,12583,41762,32650,0,1980,46,44689,0
25689,38,36705,204527,15784,9,22379,6112,19716,41762,32650,0,0,50,44689,0
25690,22,36705,57827,10878,10,16117,8981,7581,41762,32650,0,0,40,44689,0
25691,19,36705,418176,15784,9,16117,6086,12583,4685,32650,0,0,32,44689,0
25692,23,36705,262744,10878,10,16117,5611,7581,41762,32650,0,0,40,44689,0
25693,24,36705,177287,10878,10,16117,2072,7581,41762,16192,0,0,30,44689,0
25694,30,36705,255004,1601,12,6633,5504,12583,41762,32650,0,0,52,44689,0
25695,62,36705,183735,10878,10,22379,6086,19716,41762,32650,0,0,40,44689,0
25696,26,3862,318644,834,15,16117,8981,7581,41762,32650,0,0,20,44689,0
25697,42,1432,132125,8025,13,22379,6086,19716,41762,32650,0,0,52,44689,1
25698,33,36705,206051,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25699,54,1695,99185,594,16,22379,8981,19716,41762,32650,0,0,50,44689,1
25700,35,36705,225750,8025,13,6633,8981,5125,41762,16192,0,0,32,44689,0
25701,33,36705,245777,15784,9,6633,5504,12583,41762,32650,0,0,40,44689,0
25702,45,36705,169092,15784,9,6633,5504,12583,41762,16192,0,0,55,44689,0
25703,62,36705,211035,8025,13,22379,5611,2331,41762,16192,0,0,30,44689,1
25704,24,36705,285432,15784,9,16117,6086,7581,41762,32650,0,0,40,44689,0
25705,50,3136,154779,10878,10,6633,5611,12583,4685,16192,0,0,40,44689,0
25706,54,36705,37237,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,1
25707,58,36705,417419,955,4,6633,3022,7581,41762,32650,0,0,40,44689,0
25708,39,1695,33975,15784,9,22379,6112,19716,41762,32650,0,0,50,44689,0
25709,32,36705,42485,15784,9,6633,6112,5125,41762,32650,0,0,40,44689,0
25710,27,36705,170017,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,0
25711,27,36705,152683,15784,9,22379,2355,19716,41762,32650,3908,0,35,44689,0
25712,20,36705,41721,10878,10,16117,4923,7581,41762,32650,0,0,60,44689,0
25713,64,36705,66634,955,4,22379,6112,19716,41762,32650,0,0,40,44689,0
25714,55,1695,257216,2657,14,1518,5504,12583,41762,16192,0,0,40,44689,0
25715,46,36705,167882,15784,9,6633,1446,12583,41762,16192,0,0,43,44689,0
25716,45,36705,179428,10878,10,22379,2355,19716,41762,32650,0,0,55,44689,0
25717,26,36705,57512,15784,9,16117,2355,12583,41762,32650,0,0,40,44689,0
25718,36,36705,301614,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25719,25,36705,193820,8025,13,16117,5504,12583,41762,16192,0,1876,40,44689,0
25720,58,36705,222247,1389,6,22379,2355,19716,41762,32650,0,1887,40,44689,1
25721,39,1695,189092,8025,13,22379,6086,19716,41762,32650,0,0,45,44689,0
25722,47,36705,217509,15784,9,1518,242,12583,1519,16192,0,0,45,30,0
25723,35,36705,308691,2657,14,22379,3022,19716,41762,32650,0,0,48,44689,0
25724,38,36705,169672,15784,9,22379,6086,19716,41762,32650,0,0,40,44689,0
25725,50,36705,120914,1812,7,22379,6112,19716,41762,32650,0,0,40,44689,0
25726,36,36705,370156,15784,9,6633,5611,5125,41762,16192,0,0,38,44689,0
25727,28,36705,398220,509,3,16117,6112,1506,41762,32650,0,0,40,951,0
25728,44,3862,208277,15784,9,22379,3022,2331,41762,16192,0,0,45,44689,0
25729,40,36705,337456,15784,9,6633,983,5125,41762,16192,0,0,40,44689,0
25730,55,36705,172666,10878,10,22379,6112,19716,41762,32650,0,0,40,44689,1
25731,29,3862,32280,15784,9,16117,1490,12583,41762,32650,0,0,45,44689,0
25732,33,36705,194901,15784,9,22379,6112,19716,41762,32650,0,0,45,44689,0
25733,19,36705,57329,10878,10,16117,8981,7581,41762,16192,0,0,30,92,0
25734,32,36705,173730,8025,13,22379,6086,19716,41762,32650,7688,0,40,44689,1
25735,45,3136,153312,2657,14,22379,8981,19716,4685,32650,0,0,10,44689,1
25736,23,36705,274797,15784,9,16117,2072,7581,41762,32650,0,0,25,44689,0
25737,31,36705,359249,2061,11,16117,983,7581,4685,32650,0,0,40,44689,0
25738,22,36705,152744,10878,10,16117,4923,12583,1519,16192,0,0,40,295,0
25739,59,36705,188041,15784,9,6633,2072,12583,4685,32650,0,0,40,44689,0
25740,32,36705,97723,10878,10,16117,6112,12583,41762,32650,0,0,38,44689,0
25741,49,1981,354529,10878,10,16117,5611,12583,41762,16192,0,0,40,44689,0
25742,22,36705,249727,10878,10,16117,5611,7581,41762,32650,0,0,30,44689,0
25743,26,36705,189590,10878,10,16117,5611,12583,41762,32650,0,0,30,44689,0
25744,23,1981,298871,10878,10,22379,5611,19716,1519,32650,0,0,40,86,0
25745,55,3862,205296,10878,10,22379,5504,2331,41762,16192,0,0,50,44689,0
25746,47,36705,303637,15784,9,22379,6086,19716,41762,32650,0,0,49,44689,1
25747,44,36705,242861,15784,9,22379,2355,19716,41762,32650,0,0,40,44689,0
25748,27,36705,37599,10878,10,16117,4923,12583,41762,32650,0,0,24,44689,0
25749,40,1981,199381,2657,14,22379,8981,2331,41762,16192,15024,0,37,44689,1
25750,32,3862,56328,8025,13,22379,8981,2331,41762,16192,0,0,8,44689,1
25751,20,36705,256211,10878,10,16117,3022,1506,1519,32650,0,0,40,86,0
25752,84,3136,163685,15784,9,1518,6086,12583,41762,16192,0,0,33,44689,0
25753,40,36705,266084,10878,10,6633,6112,1506,41762,32650,0,0,50,44689,0
25754,37,36705,161111,8025,13,16117,5504,12583,41762,16192,0,0,40,44689,0
25755,44,36705,199031,10878,10,6633,2355,7581,41762,32650,0,1380,40,44689,0
25756,47,36705,166634,10878,10,6633,6086,5125,41762,16192,0,0,40,206,0
25757,62,3862,204085,10878,10,22379,5504,19716,41762,32650,0,0,25,44689,0
25758,19,36705,369527,10878,10,16117,8981,7581,41762,16192,0,0,40,44689,0
25759,47,36705,464945,15784,9,16117,2355,12583,41762,32650,0,0,45,44689,0
25760,44,3136,174684,15784,9,6633,6112,5125,4685,32650,0,0,40,44689,0
25761,26,3136,166295,8025,13,22379,5611,19716,41762,32650,0,0,41,44689,0
25762,36,36705,220511,10878,10,22379,6112,19716,41762,32650,0,0,40,44689,0
25763,52,36705,246936,1812,7,22379,4923,19716,41762,32650,0,0,40,44689,0
25764,33,36705,104509,10878,10,6633,5611,5125,41762,16192,0,0,40,44689,0
25765,48,36705,266337,15784,9,22379,8981,19716,41762,32650,0,0,40,44689,0
25766,33,36705,252168,15784,9,22379,2355,19716,4685,32650,0,0,40,44689,0
25767,25,36705,92093,8025,13,22379,6086,19716,41762,32650,0,0,20,44689,0
25768,62,36705,88055,8025,13,22379,3022,19716,41762,32650,0,0,40,44689,0
25769,38,36705,129591,10878,10,22379,6112,19716,41762,32650,0,0,40,44689,0
25770,46,36705,142719,15784,9,628,1490,12583,41762,32650,0,0,65,44689,0
25771,18,36705,264924,10878,10,16117,8981,7581,41762,16192,0,0,40,44689,0
25772,46,36705,128796,8025,13,22379,6086,19716,41762,32650,0,0,44,44689,1
25773,38,36705,115336,15784,9,6633,4923,5125,41762,16192,0,0,70,44689,0
25774,52,36705,190333,10878,10,22379,5611,19716,41762,32650,0,0,40,44689,1
25775,63,3862,179444,955,4,22379,6086,19716,41762,32650,0,0,15,44689,0
25776,49,36705,218676,10878,10,22379,3022,19716,41762,32650,0,0,43,44689,0
25777,17,3136,148194,1812,7,16117,5611,7581,41762,16192,0,0,12,44689,0
25778,33,36705,184833,15784,9,16117,4923,12583,41762,16192,0,0,35,44689,0
25779,70,3862,280639,15784,9,1518,4923,1506,41762,16192,2329,0,20,44689,0
25780,19,36705,217769,10878,10,16117,4923,7581,41762,16192,0,0,15,44689,0
25781,27,36705,180553,15784,9,22379,8981,2331,41762,16192,0,0,40,44689,1
25782,61,36705,56009,10878,10,22379,5504,19716,41762,32650,0,0,40,44689,0
25783,33,36705,255334,8025,13,22379,8981,19716,41762,32650,0,0,25,44689,1
25784,46,1695,328216,8025,13,22379,5504,19716,41762,32650,0,1902,42,44689,1
25785,29,36705,349154,1389,6,1530,1490,5125,41762,16192,0,0,40,88,0
25786,40,3136,24763,10878,10,6633,2355,5125,41762,32650,6849,0,40,44689,0
25787,43,1981,41834,15784,9,22379,2355,19716,41762,32650,0,0,38,44689,1
25788,24,36705,113466,15784,9,16117,5504,12583,41762,32650,0,0,40,44689,0
25789,29,36705,130856,10878,10,22379,6112,19716,41762,32650,0,0,60,44689,0
25790,61,3862,268797,15784,9,22379,4923,2331,4685,16192,0,0,17,44689,0
25791,48,36705,202117,1812,7,6633,4923,12583,41762,16192,0,0,34,44689,0
25792,19,36705,280146,10878,10,16117,2072,7581,41762,32650,0,0,20,44689,0
25793,30,36705,70377,10878,10,16117,3022,12583,41762,16192,0,0,40,44689,0
25794,24,36705,236696,10878,10,16117,4923,12583,41762,32650,0,0,30,44689,0
25795,39,3136,222572,2657,14,16117,8981,5125,41762,16192,0,0,43,44689,0
25796,46,1695,110702,10878,10,6633,6086,5125,41762,16192,2036,0,60,44689,0
25797,40,36705,96129,15784,9,22379,5504,19716,41762,32650,0,0,72,44689,1
25798,27,3136,200492,8025,13,16117,8981,7581,41762,16192,0,0,40,44689,0
25799,25,36705,193820,2657,14,16117,8981,7581,41762,16192,0,0,40,44689,0
25800,31,36705,454508,1812,7,16117,6112,12583,41762,32650,0,2001,40,44689,0
25801,58,36705,220789,8025,13,6633,2355,12583,41762,32650,0,0,45,44689,0
25802,33,36705,101345,15784,9,22379,6086,2331,41762,16192,0,0,42,182,1
25803,40,36705,140559,15784,9,1518,4923,5125,41762,16192,0,0,25,44689,0
25804,40,1695,64885,2657,14,22379,5504,19716,41762,32650,0,0,70,44689,1
25805,31,36705,402361,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25806,33,36705,143582,15784,9,1530,4923,5125,1519,16192,0,0,48,122,0
25807,49,36705,185385,1601,12,22379,5504,19716,41762,32650,0,0,45,44689,0
25808,24,36705,112706,2061,11,16117,1446,7581,41762,32650,0,0,40,44689,0
25809,46,36705,130364,15784,9,16117,6112,5125,41762,32650,0,0,40,44689,0
25810,58,3136,147428,2657,14,22379,8981,19716,41762,32650,0,0,40,44689,1
25811,20,36705,205895,10878,10,16117,5504,7581,41762,16192,0,0,20,44689,0
25812,65,36705,273569,15784,9,1518,8981,5125,41762,32650,0,0,40,44689,0
25813,43,36705,153160,10878,10,22379,5611,2331,41762,16192,0,0,40,44689,0
25814,48,3862,167918,2657,14,22379,5504,19716,1519,32650,0,0,50,151,0
25815,41,36705,195661,10878,10,22379,2355,19716,41762,32650,0,0,54,44689,0
25816,27,1981,146243,10878,10,1530,4923,12583,41762,16192,0,0,30,44689,0
25817,52,36705,105428,10878,10,22379,8981,19716,41762,32650,0,0,12,44689,0
25818,26,36705,149943,15784,9,16117,4923,1506,1519,32650,0,0,60,44689,0
25819,52,3136,246197,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
25820,52,3136,192563,10878,10,6633,6086,12583,41762,16192,0,0,38,44689,0
25821,19,36705,244115,15784,9,16117,4923,7581,4685,32650,0,0,30,44689,0
25822,39,3136,98587,10878,10,6633,8981,7581,41762,16192,0,0,45,44689,0
25823,47,36705,145886,10878,10,6633,4923,5125,41762,16192,0,0,40,44689,0
25824,27,36705,244315,15784,9,6633,6112,1506,406,32650,0,0,40,44689,0
25825,48,36705,192779,10878,10,6633,6112,12583,41762,32650,0,0,40,44689,0
25826,50,36705,209464,15784,9,1530,4923,5125,41762,16192,0,0,35,44689,0
25827,60,36705,25141,10878,10,22379,2355,19716,41762,32650,0,0,60,44689,0
25828,28,36705,405793,1601,12,22379,1446,19716,41762,32650,0,0,45,44689,1
25829,47,1432,53498,15784,9,6633,4923,5125,4685,16192,0,0,40,44689,0
25830,69,36705,476653,8025,13,22379,8981,19716,41762,32650,0,0,20,44689,0
25831,40,3862,162312,15784,9,22379,6112,19716,1519,32650,0,0,66,115,0
25832,37,36705,277022,15784,9,16117,2072,5125,41762,16192,3887,0,40,49,0
25833,41,1981,109762,2657,14,16117,8981,12583,41762,32650,0,0,40,44689,0
25834,38,36705,123031,15784,9,22379,5611,19716,1519,32650,0,0,48,27,0
25835,46,1432,119890,2061,11,1530,1446,12583,406,16192,0,0,30,44689,0
25836,21,3862,409230,10878,10,16117,5611,7581,41762,32650,0,0,30,44689,0
25837,44,36705,223308,2657,14,1530,5504,5125,41762,16192,0,0,48,44689,0
25838,38,36705,129150,1389,6,1530,8981,7581,41762,32650,0,0,35,44689,0
25839,47,3862,119199,10878,10,22379,5611,2331,41762,16192,0,0,35,44689,1
25840,42,36705,46221,594,16,628,4923,12583,41762,32650,27828,0,60,44689,1
25841,42,3136,351161,10878,10,6633,6112,12583,41762,32650,0,0,40,44689,0
25842,56,36705,174533,8025,13,16117,6086,12583,41762,16192,0,0,45,44689,1
